Marque,Famille,Sous_famille,Parfumeur,Prix_Categorie,Fragrance,Origine,Genre,Année,Ingredients_txt,Concepts_txt
Davidoff,FOUGÈRE AROMATIQUE,VERT,"Jean-Christophe Hérault,Anne Flipo,Nelly Hachem-Ruiz",Mass Market,COOL WATER REBORN,Allemagne,Homme,2022,galbanum vétiver haïti romarin,dynamique pétillant aromatique energisant sportif mauve eté quotidien décontracté jour
Atelier Cologne,FLORAL,FLORAL,Jérôme Epinette,Niche,ROSE CUIRÉE,France,Unisexe,2022,rose damascena oud bois dagar bergamote,quotidien florissant romantique décontracté jour printemps riche blanc rond intense
Avon,FLORAL,FRUITÉ,"Domitille Michalon,Delphine Lebeau",Mass Market,LOV | U,États-Unis d'Amérique,Femme,2022,poivre rose pétale de rose framboise vanille champagne rosé pomme caramélisée nénuphar cashmeran boisé musqué crème chantilly lait damande,quotidien romantique coloré exotique gai heureux optimiste liberté joyeux jour
Cartier,FLORAL,FLORAL,Mathilde Laurent,Prestige,BAISER VOLÉ PARFUM,France,Femme,2022,heliotropine héliotrope lys fève tonka vanilline note vanille,quotidien floral florissant rond romantique riche propre décontracté jour féminin
Hollister,FOUGÈRE AROMATIQUE,FOUGÈRE AROMATIQUE,Inconnu,Mass Market,CANYON RUSH FOR HIM,États-Unis d'Amérique,Homme,2022,magnolia pastèque amberwood cèdre texas géranium patchouli poivre noir lavande feuilles de violettes,quotidien décontracté jour dynamique pétillant aromatique camphré energisant sportif mauve
Hollister,FLORAL,FRUITÉ,Inconnu,Mass Market,CANYON RUSH FOR HER,États-Unis d'Amérique,Femme,2022,musc cèdre pomme bergamote pêche jasmin violette bois de santal freesia,quotidien romantique jour décontracté florissant blanc printemps gai heureux optimiste
Eisenberg,BOISÉ,CITRUS,Inconnu,Niche,YOUNG,France,Unisexe,2022,gingembre notes boisées citron bergamote violette cardamome bois de santal musc cèdre,quotidien décontracté robuste intense riche puissant automne jour elégant terreux
Banana Republic,FLORAL,FLORAL,Christelle Laprade,Mass Market,VELVET POMEGRANATE,États-Unis d'Amérique,Unisexe,2022,poire tubéreuse fleur doranger patchouli indonésie grenade rhubarbe musc jasmin egypte bergamote vanille madagascar,quotidien floral florissant rond romantique riche propre décontracté jour féminin
Byredo,AMBRÉ (ORIENTAL),BOISÉ,Jérôme Epinette,Niche,VANILLE ANTIQUE,Inconnu,Unisexe,2022,freesia ambre cashmeran boisé musqué ciste labdanum prune vanille madagascar,riche hiver unisexe original haïti minimalistic clean cut luxury intense robuste
Banana Republic,FLORAL,AMBRÉ (ORIENTAL),Christelle Laprade,Mass Market,TUBEROSE OVERDOSE,États-Unis d'Amérique,Unisexe,2022,cassis jasmin sambac gingembre tiaré pomme verte tubéreuse pivoine notes boisées frangipanier ambrocenide boisé ambré praline bois de santal vanille,rond quotidien riche intense robuste puissant décontracté charnel violet généreux
Banana Republic,CUIR,FRUITÉ,Christelle Laprade,Mass Market,MIDNIGHT HOUR,États-Unis d'Amérique,Unisexe,2022,patchouli indonésie feuilles géranium musc mangue gingembre anis étoilé oud bois dagar hedione jasminé cuir poivre rose,intense riche robuste puissant tapeàlœil exotique remarquable automne affirmé lourd
Memoize London,AMBRÉ (ORIENTAL),AMBRÉ (ORIENTAL),Inconnu,Niche,MAGUS,Royaume-Uni,Unisexe,2022,vanille patchouli baume de tolu cannelle benjoin fève tonka musc noix de coco ambre violette cardamome coriandre mandarine,intense riche robuste puissant rond nuit ambré généreux hiver oriental
Boadicea the Victorious,BOISÉ,FRUITÉ,Christian Provenzano,Niche,KNIGHT OF LOVE,Royaume-Uni,Unisexe,2022,ambre bergamote violette magnolia feuille de tabac baies rouges vanille rose damascena cardamome baies de genièvre bois de cachemire benjoin cuir bois de santal mousse,intense riche robuste puissant quotidien automne boisé décontracté exotique marron
Avon,BOISÉ,CITRUS,Inconnu,Mass Market,CRISPY FRESH FOR MEN,États-Unis d'Amérique,Homme,2022,cannelle pamplemousse bois de santal rhubarbe,quotidien décontracté robuste intense riche puissant jour boisé fort hiver
Avon,FLORAL,FRUITÉ,Inconnu,Mass Market,CRISPY FRESH,États-Unis d'Amérique,Femme,2022,rhubarbe musc rose,désodorisant frais quotidien coloré exotique jour décontracté floral florissant romantique
Eisenberg,FLORAL,MUSQUÉ,Inconnu,Niche,BEAUTIFUL,France,Unisexe,2022,iris bergamote prune poivre rose ambre cèdre musc figue bois de santal,quotidien rond décontracté jour blanc propre automne romantique confortable charnel
Avon,FOUGÈRE AROMATIQUE,FOUGÈRE AROMATIQUE,"Olivier Gillotin,",Mass Market,300 KM/H QUANTUM,États-Unis d'Amérique,Homme,2022,cèdre virginie géranium,quotidien décontracté jour dynamique pétillant aromatique camphré energisant sportif mauve
Kilian,CITRUS,CITRUS,Calice Becker,Niche,KOLOGNE SHIELD OF PROTECTION,France,Unisexe,2022,néroli mandarine verte menthe sève cashmeran boisé musqué orange amère romarin cèdre,frais quotidien décontracté jour unisexe hespéridé dynamique pétillant vigoureux acide
Al Haramain,BOISÉ,AMBRÉ (ORIENTAL),Christian Carbonnel,Mass Market,HAYATI SPRAY,Émirats Arabes Unis,Unisexe,2022,ambre sucre notes boisées musc oud bois dagar rose,intense riche puissant robuste boisé hiver automne décontracté nuit quotidien
Memoize London,BOISÉ,AMBRÉ (ORIENTAL),Inconnu,Niche,EXIMUS,Royaume-Uni,Unisexe,2022,safran magnolia patchouli vanille oud bois dagar bois de santal clou de girofle rose turquie fleur de poirier musc,intense riche robuste puissant quotidien décontracté boisé hiver automne généreux
Memoize London,AMBRÉ (ORIENTAL),CITRUS,Inconnu,Niche,DELICIAE,Royaume-Uni,Unisexe,2022,vanille musc benjoin rose taif cèdre citron rose maroc,décontracté généreux robuste quotidien intense riche puissant girly confiant nuit
Al Haramain,FLORAL,FLORAL,Inconnu,Mass Market,L'AVENTURE ROSE,Émirats Arabes Unis,Femme,2022,ambre rose musc agrumes jasmin baies sauvages,quotidien décontracté jour blanc rond riche printemps gai heureux optimiste
Bourjois,FLORAL,AMBRÉ (ORIENTAL),Aliénor Massenet,Mass Market,MON BOURJOIS LA MAGNÉTIQUE,France,Femme,2022,rose mandarine bois de santal vanille jasmin,quotidien riche décontracté généreux intense robuste puissant jour exotique sucré
Bourjois,BOISÉ,FLORAL,Inconnu,Mass Market,MON BOURJOIS LA FORMIDABLE,France,Femme,2022,notes solaires freesia bergamote patchouli,quotidien riche intense robuste puissant décontracté elégant automne jour hiver
Bourjois,FLORAL,FRUITÉ,Inconnu,Mass Market,MON BOURJOIS LA FANTASTIQUE,France,Femme,2022,musc cashmeran boisé musqué baies rouges jasmin sambac rose,quotidien romantique coloré exotique gai heureux optimiste liberté joyeux jour
Al Haramain,FLORAL,FRUITÉ,Inconnu,Mass Market,L'AVENTURE GOLD,Émirats Arabes Unis,Unisexe,2022,bergamote vanille orchidée bois de santal musc cassis jasmin muguet rose feuilles prune,quotidien romantique coloré exotique gai heureux optimiste liberté joyeux jour
THoO / The House of Oud,AMBRÉ (ORIENTAL),FRUITÉ,Cristian Calabrò,Niche,EMERALD GREEN,Italie,Unisexe,2022,bergamote gingembre jasmin musc ambre gris poivre rose orange sanguine tangerine patchouli cardamome,girly intense riche robuste puissant généreux quotidien sucré décontracté chaud
Al Haramain,FLORAL,AMBRÉ (ORIENTAL),Inconnu,Mass Market,AMBER OUD WHITE EDITION,Émirats Arabes Unis,Unisexe,2022,vanille vétiver freesia rose orange patchouli cyclamen jasmin bergamote musc,quotidien rond décontracté riche robuste intense puissant généreux jour automne
Al Haramain,FLORAL,AMBRÉ (ORIENTAL),Inconnu,Mass Market,AMBER OUD RUBY EDITION,Émirats Arabes Unis,Unisexe,2022,safran cèdre ambre gris amande notes boisées jasmin egypte musc,rond quotidien riche décontracté charnel violet intense robuste puissant floral
Al Haramain,AMBRÉ (ORIENTAL),AMBRÉ (ORIENTAL),Inconnu,Mass Market,AMBER OUD CARBON EDITION,Émirats Arabes Unis,Femme,2022,vétiver sauge sclarée romarin mousse ambre géranium bergamote cèdre marine lavande,intense riche robuste puissant boisé hiver nuit décontracté lourd tapeàlœil
Al Haramain,FLORAL,AMBRÉ (ORIENTAL),Inconnu,Mass Market,AMBER OUD BLEU EDITION,Émirats Arabes Unis,Unisexe,2022,encens olibanum cèdre poivre rose vétiver gingembre pamplemousse citron bois de santal jasmin menthe poivrée patchouli,quotidien rond décontracté riche généreux robuste intense puissant jour violet
Pierre Guillaume Paris,BOISÉ,VERT,Pierre Guillaume,Niche,OSHISO,France,Unisexe,2022,fleur de pommier feuilles de shiso bergamote notes boisées heliotrope,intense riche robuste puissant quotidien décontracté automne terreux jour hiver
Phlur,FLORAL,AMBRÉ (ORIENTAL),Jérôme Epinette,Niche,NOT YOUR BABY,États-Unis d'Amérique,Unisexe,2022,bois de santal mimosa cardamome lait bergamote violette fève tonka,quotidien décontracté rond riche jour robuste généreux intense puissant romantique
Pierre Guillaume Paris,FLORAL,ALDÉHYDÉ,Pierre Guillaume,Niche,INTIME EXTIME,France,Unisexe,2022,vanille iris thé blanc encens olibanum bois exotique,florissant floral quotidien propre blanc liberté décontracté jour féminin romantique
Phlur,AMBRÉ (ORIENTAL),FRUITÉ,Jérôme Epinette,Niche,APRICOT PRIVÉE,États-Unis d'Amérique,Unisexe,2022,abricot jasmin prune pivoine bois de santal fève tonka cardamome ciste labdanum oud bois dagar,chaud chaud généreux intense riche robuste puissant marron exotique oriental
Lucien Ferrero,BOISÉ,CITRUS,Lucien Ferrero,Niche,CE N'EST PAS UN PATCHOULY,Italie,Unisexe,2022,patchouli bois de gaïac géranium egypte benjoin noix de muscade carotte citron fève tonka bergamote fir balsam thé maté menthe poivrée orange amère,quotidien décontracté robuste elégant intense riche puissant automne généreux jour
Kajal,FOUGÈRE AROMATIQUE,EPICÉ,"David Chieze,Urs Castelletti",Niche,FARIS BY KAJAL,France,Homme,2022,coriandre noix de muscade clou de girofle jasmin citron bois de santal baies de genièvre vétiver bergamote pomme lavande ambre patchouli orange rose fève tonka,décontracté quotidien jour dynamique energisant sportif pétillant intense eté marin
Natura,FLORAL,VERT,Inconnu,Mass Market,BIOGRAFIA ENCONTROS,Brésil,Femme,2022,jasmin priprioca ambre patchouli rose poivre rose muguet,quotidien florissant floral décontracté jour eté gai heureux optimiste liberté
Kajal,FLORAL,AMBRÉ (ORIENTAL),Rania Jouaneh,Niche,ALMAZ BY KAJAL,France,Femme,2022,notes boisées heliotrope vanille bergamote cassis ambre musc notes florales sucre brun framboise,quotidien rond riche intense robuste puissant décontracté généreux automne jour
Chanel,FLORAL,FLORAL,Olivier Polge,Niche,PARIS - PARIS,France,Unisexe,2022,agrumes patchouli poivre rose rose damascena,quotidien florissant romantique décontracté jour printemps riche blanc rond intense
Floris,BOISÉ,AMBRÉ (ORIENTAL),Leslie Gauthier ,Niche,PLATINUM 22,Royaume-Uni,Unisexe,2022,cèdre feuilles de violettes thé noir rose sauge sclarée fève tonka cassis ambre céréales citron vert iris musc,robuste intense riche puissant boisé automne hiver décontracté nuit quotidien
Giorgio Armani,FLORAL,CITRUS,"Dominique Ropion,Carlos Benaïm",Prestige,MY WAY FLORAL,Italie,Femme,2022,fleur doranger musc vanille bourbon néroli tunisie tubéreuse mandarine verte orange amère,floral quotidien décontracté jour blanc florissant lumière radiant printemps ensoleillé
Sarah Jessica Parker,FLORAL,MUSQUÉ,Laurent Le Guernec,Mass Market,LOVELY LIGHTS,États-Unis d'Amérique,Femme,2022,bois de santal musc néroli ambre chèvrefeuille cashmeran boisé musqué jasmin mandarine gardénia,lumière quotidien décontracté rond jour blanc propre automne confortable romantique
Jimmy Choo,FOUGÈRE AROMATIQUE,AQUEUX,"Julien Rasquinet,Paul Guerlain",Prestige,JIMMY CHOO MAN AQUA,France,Homme,2022,cardamome marine ambre patchouli géranium pamplemousse sauge sclarée algues,dynamique eté frais marin ozone sportif aqueux printemps gelé quotidien
Yves Saint Laurent,CUIR,BOISÉ,Dominique Ropion,Niche,BABYCAT,France,Unisexe,2022,daim cèdre poivre noir poivre rose vanille bourbon encens olibanum résine délémi safran,intense riche robuste puissant profond nuit tapeàlœil affirmé marron gris
Karl Lagerfeld,FOUGÈRE AROMATIQUE,FOUGÈRE AROMATIQUE,Aliénor Massenet,Prestige,KARL VIENNA OPERA,France,Homme,2022,pamplemousse bois de santal notes aromatiques cèdre,quotidien décontracté jour pétillant camphré energisant sportif eté dynamique frais
Karl Lagerfeld,FLORAL,AMBRÉ (ORIENTAL),"Pierre-Constantin Guéros,Emilie Coppermann",Prestige,KARL ROME DIVINO AMORE,France,Femme,2022,fleur doranger orchidée orange notes boisées ambre néroli jasmin bois de santal,quotidien rond décontracté riche robuste intense puissant généreux jour automne
Acqua di Parma,FLORAL,AMBRÉ (ORIENTAL),Inconnu,Niche,ZAFFERANO,Italie,Unisexe,2022,patchouli bergamote rose jasmin sambac fleur doranger géranium mandarine fève tonka safran orange vanille coriandre,quotidien rond décontracté riche généreux robuste intense puissant charnel jour
Tiziana Terenzi,BOISÉ,AMBRÉ (ORIENTAL),Paolo Terenzi,Niche,TYRENUM,Italie,Unisexe,2022,poivre rose osmanthus embruns ambre gris patchouli calcaire orange olivier vanille madagascar bergamote caramel cardamome ambre thé vert poivre noir musc,robuste intense riche puissant boisé automne hiver décontracté nuit quotidien
Gucci,FLORAL,FRUITÉ,Alberto Morillas,Niche,TEARS FROM THE MOON,Italie,Unisexe,2022,muguet pivoine rose stephanotis rose damascena,quotidien romantique jour décontracté florissant blanc printemps gai heureux optimiste
Caron,FOUGÈRE AROMATIQUE,FOUGÈRE AROMATIQUE,Jean Jacques,Prestige,POUR UN HOMME DE CARON LE SOIR,France,Homme,2022,feuilles de violettes lavende provence ambroxan ambre gris fève tonka lavande encens olibanum cyprès vanille iris chêne,quotidien décontracté jour dynamique pétillant aromatique camphré energisant sportif mauve
Caron,FOUGÈRE AROMATIQUE,CITRUS,Jean Jacques,Prestige,POUR UN HOMME DE CARON LE MATIN,France,Homme,2022,bois de gaïac patchouli indonésie mousse de chêne bergamote lavandin gingembre géranium egypte petitgrain,quotidien décontracté jour dynamique pétillant energisant sportif eté frais marin
Ralph Lauren,CITRUS,CITRUS,Elise Benat,Prestige,POLO EARTH,États-Unis d'Amérique,Unisexe,2022,rose turquie menthe géranium ylangylang sauge sclarée bergamote cèdre musc mandarine verte petitgrain cédrat vétiver haïti néroli fleur doranger lavande,terreux terreux frais quotidien décontracté jour unisexe hespéridé dynamique pétillant
Clive Christian,CHYPRE,FLORAL,Vincent Ricord,Niche,NOBLE XXI ART DECO BLONDE AMBER,Royaume-Uni,Unisexe,2022,safran pamplemousse accord tabac vétiver ambre cèdre ciste labdanum bois de santal fève tonka jasmin cacao cardamome myrrhe bergamote tubéreuse encens olibanum gingembre iris orange amère fruits secs baies rouges rhum vanille patchouli musc osmanthus,riche intense robuste puissant elégant féminin violet sophistiqué mousseux automne
Clive Christian,BOISÉ,AMBRÉ (ORIENTAL),Ilias Ermenidis,Niche,NOBLE XXI ART DECO AMBERWOOD,Royaume-Uni,Unisexe,2022,angélique feuille de tabac cashmeran boisé musqué ciste labdanum sauge sclarée oud bois dagar fève tonka vanille bergamote patchouli helvetolide musk muscenone musc cypriol nagarmota ambrox ambre gris iris poivre rose cèdre sclarène ambre timberwood note boisée,robuste intense riche puissant boisé automne hiver décontracté nuit quotidien
Narciso Rodriguez,BOISÉ,FLORAL,Natalie Gracia-Cetto,Prestige,NARCISO EAU DE PARFUM CRISTAL,États-Unis d'Amérique,Femme,2022,bergamote fleur doranger cashmeran boisé musqué freesia cèdre musc benjoin jasmin rose,cristal quotidien automne décontracté riche intense robuste puissant elégant exotique
Mandarina Duck,FOUGÈRE AROMATIQUE,AQUEUX,Mathieu Nardin,Mass Market,MANDARINA DUCK FOR HIM,Italie,Homme,2022,cardamome ciste labdanum patchouli lavandin tangerine fruits deau musc fleur doranger feuilles de violettes,eté quotidien décontracté jour printemps sportif gai heureux optimiste dynamique
Mandarina Duck,FLORAL,FRUITÉ,Marine Ipert,Mass Market,MANDARINA DUCK FOR HER,Italie,Femme,2022,cèdre jasmin ambre groseille mimosa musc pivoine orange poivre rose,quotidien gai heureux optimiste liberté jour blanc décontracté printemps riche
Avon,FLORAL,CITRUS,Inconnu,Mass Market,LYRD COASTAL LOTUS,États-Unis d'Amérique,Femme,2022,lotus gardénia citron mandarine bois flotté mangue musc marine frangipanier,quotidien décontracté jour blanc propre lumière radiant printemps optimiste romantique
Gucci,BOISÉ,BOISÉ,Alberto Morillas,Niche,LOVE AT YOUR DARKEST,Italie,Unisexe,2022,cèdre encens olibanum poivre noir,intense riche robuste puissant automne hiver elégant boisé gris quotidien
Akro,CUIR,FLORAL,Olivier Cresp,Niche,INK,France,Unisexe,2022,goudron de bouleau vétiver encre jasmin,encre crayon riche intense robuste puissant tapeàlœil profond original remarquable
Guess,BOISÉ,AMBRÉ (ORIENTAL),Linda Chinery,Prestige,GUESS UOMO,États-Unis d'Amérique,Homme,2022,ambre notes boisées sauge sclarée cardamome lavande pamplemousse géranium benjoin safran,intense riche robuste puissant hiver automne décontracté quotidien boisé terreux
Louis Vuitton,FLORAL,MUSQUÉ,Jacques Cavallier-Belletrud,Niche,CITY OF STARS,France,Unisexe,2022,citron orange sanguine citron vert bois de santal tiaré musc bergamote mandarine rouge,ville quotidien rond décontracté blanc propre jour automne romantique charnel
